date,min,max,median,q1,q3,stdev,count
2025-11-05T00:00:00.000Z,3.23,9.46,4.32,3.65,5.51,1.817,24
2025-11-06T00:00:00.000Z,3.51,18.37,4.59,4.21,5.97,3.803,24
2025-11-07T00:00:00.000Z,3.46,21.71,11.72,6.98,19.45,6.415,24
2025-11-08T00:00:00.000Z,2.63,33.28,5.36,3.9,6.77,9.494,24
2025-11-09T00:00:00.000Z,3.01,31.84,6.78,4.36,17.01,8.665,24
2025-11-10T00:00:00.000Z,1.73,7.31,4.41,3.04,4.94,1.355,24
2025-11-11T00:00:00.000Z,1.49,4.44,3.84,2.44,3.97,0.929,24
2025-11-12T00:00:00.000Z,3.09,8.7,4.59,3.29,6.45,2.02,24
2025-11-13T00:00:00.000Z,2.89,24.33,5.24,3.92,8.09,5.291,24
2025-11-14T00:00:00.000Z,27.07,34.14,31.44,29.88,31.83,2.052,11
